id,price
0,91.197784
1,207.29175
2,128.5002
3,86.65141
4,140.9457
5,207.5536
6,202.07729
7,144.32423
8,135.99634
9,94.37991
10,187.10774
11,120.41578
12,129.19518
13,123.80341
14,125.7729
15,92.45789
16,128.08835
17,179.33362
18,128.90266
19,121.62497
20,192.21825
21,126.616005
22,202.12259
23,189.16553
24,125.48917
25,231.66548
26,133.2657
27,154.12445
28,140.57794
29,186.63605
30,198.88802
31,88.51935
32,151.26094
33,143.08983
34,189.30516
35,96.68105
36,128.64241
37,138.3385
38,203.76518
39,171.03795
40,53.31772
41,127.63915
42,142.55768
43,235.65097
44,151.0634
45,217.22472
46,121.55541
47,90.72057
48,86.713806
49,192.35144
50,182.13287
51,130.41379
52,112.970314
53,90.036674
54,125.32778
55,127.197815
56,157.54466
57,112.70104
58,92.89962
59,190.4653
60,191.65785
61,209.70834
62,125.19284
63,157.026
64,205.8933
65,78.94629
66,140.002
67,130.54935
68,131.82344
69,223.41104
70,143.26614
71,265.06186
72,180.67072
73,106.10193
74,125.44264
75,126.63051
76,111.521065
77,114.54942
78,128.08032
79,112.849014
80,186.86192
81,110.68849
82,81.06136
83,83.23386
84,198.40546
85,164.84544
86,124.10401
87,126.39113
88,188.35988
89,178.2759
90,176.49538
91,128.36003
92,152.49188
93,92.71161
94,155.62256
95,202.93947
96,129.35474
97,99.552284
98,177.00308
99,142.66849
100,177.35233
101,115.20934
102,196.42598
103,199.02129
104,127.76242
105,90.07871
106,171.42152
107,176.72092
108,127.52765
109,176.70181
110,140.98476
111,105.65741
112,194.63605
113,126.97426
114,162.5093
115,141.50774
116,206.74947
117,140.08844
118,84.89343
119,105.872284
120,249.56274
121,200.61105
122,167.71971
123,76.06534
124,88.14538
125,169.32828
126,237.1873
127,195.61092
128,152.81424
129,107.08536
130,109.96699
131,194.74341
132,141.57205
133,150.72687
134,110.39221
135,223.3228
136,204.42657
137,65.03648
138,144.30626
139,89.52465
140,218.2304
141,114.045425
142,168.29376
143,132.28192
144,177.4926
145,82.29406
146,155.16364
147,66.315094
148,139.37584
149,148.28633
150,84.92724
