id,price
0,80.23464
1,207.93205
2,135.22365
3,98.54775
4,143.49153
5,179.61856
6,179.28854
7,135.24203
8,135.12831
9,106.813934
10,170.5186
11,98.42621
12,135.1964
13,134.8544
14,106.773605
15,98.79338
16,135.17271
17,171.19801
18,135.2715
19,135.30988
20,170.92433
21,135.14671
22,187.69559
23,178.82378
24,134.8885
25,207.86339
26,134.76332
27,134.18938
28,135.25969
29,179.52829
30,187.04549
31,98.69577
32,134.81555
33,134.90816
34,179.47382
35,98.463844
36,135.05528
37,135.15184
38,187.59186
39,170.97008
40,98.31288
41,134.82828
42,143.45282
43,215.245
44,134.6847
45,178.9672
46,98.42682
47,98.54526
48,98.30156
49,179.6261
50,161.37192
51,135.07819
52,98.397736
53,98.77609
54,134.90744
55,135.10356
56,134.5647
57,98.574005
58,98.528305
59,179.72699
60,179.52301
61,187.80951
62,106.739365
63,153.14792
64,179.53485
65,98.58417
66,134.81747
67,134.81517
68,135.30594
69,204.21777
70,135.18193
71,215.62314
72,161.1366
73,106.87784
74,134.9787
75,135.10616
76,98.55317
77,98.55335
78,134.85345
79,98.90495
80,171.67897
81,98.50351
82,116.645905
83,97.77679
84,179.51373
85,161.30898
86,106.6057
87,135.17772
88,170.54869
89,171.38121
90,171.16978
91,134.73232
92,151.63596
93,98.5307
94,153.21104
95,171.1634
96,135.35283
97,98.4765
98,153.3319
99,143.45905
100,170.51677
101,98.43823
102,171.45274
103,171.25127
104,135.2585
105,97.86386
106,189.96559
107,171.27853
108,135.03816
109,170.89003
110,143.5265
111,107.086945
112,179.36438
113,135.24033
114,153.32652
115,143.3894
116,187.43057
117,143.56403
118,82.21991
119,98.56598
120,221.03604
121,187.37167
122,179.1298
123,106.80167
124,98.499146
125,171.44127
126,212.64001
127,179.67155
128,135.15079
129,98.0321
130,134.59793
131,171.47435
132,135.06636
133,134.92795
134,98.45395
135,187.61432
136,187.62265
137,80.67646
138,134.8792
139,107.03943
140,179.39621
141,98.68378
142,161.36377
143,134.808
144,171.36336
145,98.73456
146,135.09023
147,98.50415
148,143.51236
149,135.20834
150,98.983505
151,80.364746
152,179.63449
153,249.90501
154,98.62047
155,215.7524
156,135.16313
157,134.09555
158,98.72635
159,80.42472
160,98.56081
161,268.97025
162,171.48189
163,98.24927
164,179.6894
165,171.26866
166,143.22832
167,98.182465
168,134.888
169,214.41281
170,187.75728
171,134.86305
172,187.64871
173,98.771835
174,134.93794
175,135.08557
176,134.59116
177,135.28821
178,171.91475
179,135.13824
180,179.37325
181,98.85277
182,117.20901
183,135.14703
184,179.40875
185,196.07347
186,179.5458
187,179.00871
188,135.2508
189,143.35461
190,143.31265
191,135.00218
192,187.90799
193,106.51695
194,134.83623
195,134.85779
196,171.56837
197,98.489914
198,231.75839
199,98.93504
200,153.0426
201,242.02475
202,171.20187
203,98.475464
204,143.31879
205,171.26888
206,179.96078
207,134.90396
208,98.526825
209,179.73251
210,134.55666
211,98.76616
212,98.89371
213,179.55144
214,143.32835
215,171.1273
216,98.96001
217,135.15529
218,116.54103
219,134.74612
220,98.55472
221,171.1116
222,143.07791
223,134.67976
224,179.45877
225,124.926285
226,107.13283
227,179.0545
228,134.60666
229,135.13802
230,171.27727
231,98.55737
232,98.56177
233,135.262
234,179.4107
235,98.48306
236,143.07417
237,187.8829
238,134.9344
239,187.66653
240,123.83243
241,135.20459
242,98.54582
243,206.6558
244,98.544235
245,135.05777
246,98.54385
247,323.94446
248,97.86043
249,171.22597
250,99.157135
251,171.14711
252,179.4711
253,135.37631
254,171.72432
255,107.14606
256,161.46558
257,171.33028
258,143.34349
259,135.05292
260,179.3837
261,171.1126
262,143.54807
263,179.32321
264,171.02364
265,134.6648
266,187.70642
267,171.00328
268,143.17685
269,151.80663
270,134.24365
271,135.2701
272,143.22992
273,116.633835
274,135.23848
275,153.30882
276,98.42633
277,143.45212
278,116.65084
279,171.32387
280,135.28615
281,125.22655
282,106.929855
283,106.773285
284,106.689804
285,143.30771
286,171.40132
287,135.05989
288,106.63469
289,179.32986
290,171.15068
291,135.13745
292,98.48463
293,135.23816
294,187.58453
295,171.4309
296,134.70992
297,135.0336
298,153.39143
299,189.22946
300,143.35542
301,106.83153
302,98.43466
303,143.38095
304,88.70273
305,171.31404
306,179.45651
307,171.33525
308,135.14046
309,171.46689
310,135.1309
311,125.16814
312,170.9342
313,187.78163
314,134.93486
315,179.51645
316,98.90969
317,134.82578
318,171.10905
319,135.34523
320,135.30563
321,135.31467
322,171.42351
323,161.47989
324,152.38478
325,143.52888
326,72.14809
327,135.19003
328,135.10341
329,135.23544
330,153.28539
331,98.39596
332,171.12471
333,134.95633
334,189.42787
335,161.57608
336,116.607864
337,171.42537
338,98.48491
339,88.80174
340,152.74141
341,106.144165
342,179.48941
343,135.17638
344,161.2208
345,134.83904
346,196.01802
347,153.17711
348,188.04291
349,106.774124
350,143.57898
351,171.12611
352,106.97533
353,98.58441
354,98.74305
355,135.25671
356,167.19775
357,171.26082
358,233.82643
359,153.35368
360,170.91289
361,171.1787
362,134.98438
363,134.65501
364,171.3896
365,171.44954
366,171.02005
367,98.45395
368,171.32832
369,135.17094
370,98.52983
371,179.38718
372,171.38704
373,98.63298
374,171.20335
375,143.69171
376,188.14136
377,152.62358
378,134.9804
379,187.87296
380,143.13564
381,189.11855
382,171.37611
383,179.53336
384,171.37141
385,171.36922
386,215.55461
387,134.591
388,179.14676
389,170.65337
390,107.34122
391,153.25275
392,98.562805
393,82.20383
394,143.30809
395,171.12749
396,98.71214
397,150.89014
398,135.18436
399,98.42613
400,135.17693
401,135.2881
402,135.15807
403,143.24042
404,134.92848
405,80.66575
406,116.53595
407,98.24959
408,135.1392
409,171.56795
410,171.3933
411,179.67627
412,116.40916
413,135.08151
414,171.55836
415,171.22234
416,135.21819
417,187.82858
418,179.47377
419,187.4075
420,80.23337
421,171.21736
422,143.38228
423,143.5409
424,134.64606
425,179.45758
426,179.30423
427,203.67493
428,179.51968
429,152.9848
430,171.02417
431,98.43764
432,135.19409
433,179.12183
434,98.5031
435,170.76097
436,215.55081
437,98.41783
438,89.007706
439,106.22499
440,171.1268
441,171.25652
442,203.67252
443,135.1235
444,179.6148
445,170.91461
446,135.1662
447,143.33318
448,135.19731
449,135.29178
450,177.81401
451,153.22203
452,143.2456
453,142.92735
454,143.06592
455,206.63106
456,135.15761
457,97.78349
458,106.84448
459,244.25099
460,135.11609
461,186.9909
462,80.43882
463,171.12688
464,179.50734
465,135.13365
466,161.23135
467,135.21413
468,195.67763
469,98.58499
470,143.49385
471,179.12552
472,124.9507
473,187.47226
474,98.45395
475,135.32162
476,187.61768
477,187.51974
478,179.37524
479,134.57593
480,135.13141
481,98.616806
482,171.07222
483,135.03836
484,171.45345
485,161.50339
486,134.9527
487,232.04738
488,143.13655
489,135.10928
490,171.48369
491,99.136185
492,153.2379
493,142.50917
494,135.01942
495,98.608826
496,98.54135
497,98.40222
498,98.61699
499,171.19347
500,152.75238
501,179.47858
502,143.15395
503,124.57341
504,187.66153
505,124.847
506,143.14372
507,135.05411
508,171.16298
509,196.00807
510,98.25287
511,153.48732
512,134.54225
513,189.38002
514,81.922745
515,179.54243
516,80.43472
517,135.01358
518,171.26154
519,179.56564
520,135.15086
521,130.82843
522,151.67378
523,171.26543
524,179.31189
525,134.2463
526,196.02089
527,153.18718
528,143.37039
529,134.54053
530,161.53401
531,135.29076
532,134.82468
533,107.41742
534,232.62416
535,106.75534
536,107.086945
537,134.65346
